	source_pid	source_ptitle	target_pid	target_ptitle	mean_score	source_ptitle_de	target_ptitle_de	source_ptitle_fa	target_ptitle_fa	source_ptitle_fr	target_ptitle_fr	source_ptitle_it	target_ptitle_it	source_ptitle_ja	target_ptitle_ja	source_ptitle_pl	target_ptitle_pl	source_ptitle_ru	target_ptitle_ru
530	356167	Stone_Cold_Steve_Austin	10707	Fiji	3.8	Steve_Austin	Fidschi	استیو_آستین	فیجی	Stone_Cold_Steve_Austin	Fidji	Stone_Cold_Steve_Austin	Figi	ストーン・コールド・スティーブ・オースチン	フィジー	Stone_Cold_Steve_Austin	Fidżi	Остин,_Стив	Фиджи
531	148401	Vienna_Philharmonic	581172	BBC_Worldwide	3.75	Wiener_Philharmoniker		ارکستر_فیلارمونیک_وین	بی‌بی‌سی_جهانی	Orchestre_philharmonique_de_Vienne	BBC_Worldwide	Wiener_Philharmoniker	BBC_Worldwide	ウィーン・フィルハーモニー管弦楽団	BBCワールドワイド	Filharmonicy_Wiedeńscy	BBC_Worldwide	Венский_филармонический_оркестр	
532	3451	The_Bahamas	4497	Bugatti	3.75	Bahamas	Bugatti	باهاما	بوگاتی	Bahamas		Bahamas		バハマ	ブガッティ	Bahamy		Багамские_Острова	
533	93729	World_Boxing_Organization	10363	European_Space_Agency	3.75	World_Boxing_Organization	Europäische_Weltraumorganisation	سازمان_جهانی_بوکس	آژانس_فضایی_اروپا	World_Boxing_Organization	Agence_spatiale_européenne	World_Boxing_Organization	Agenzia_spaziale_europea	世界ボクシング機構	欧州宇宙機関	World_Boxing_Organization	Europejska_Agencja_Kosmiczna	Всемирная_боксёрская_организация	Европейское_космическое_агентство
534	16743	Karl_Marx	19961	Manchester_United_F.C.	3.6	Karl_Marx	Manchester_United	کارل_مارکس	باشگاه_فوتبال_منچستر_یونایتد	Karl_Marx	Manchester_United_Football_Club	Karl_Marx	Manchester_United_Football_Club	カール・マルクス	マンチェスター・ユナイテッドFC	Karl_Marx	Manchester_United_F.C.	Маркс,_Карл	Манчестер_Юнайтед
535	17914	Ludwig_van_Beethoven	4497	Bugatti	3.6	Ludwig_van_Beethoven	Bugatti	لودویگ_فان_بتهوون	بوگاتی	Ludwig_van_Beethoven		Ludwig_van_Beethoven		ルートヴィヒ・ヴァン・ベートーヴェン	ブガッティ	Ludwig_van_Beethoven		Бетховен,_Людвиг_ван	
536	3301347	Tony_Blair	5447	Cameroon	3.5	Tony_Blair	Kamerun	تونی_بلر	کامرون	Tony_Blair	Cameroun	Tony_Blair	Camerun	トニー・ブレア	カメルーン	Tony_Blair	Kamerun	Блэр,_Тони	Камерун
537	29265	Serbia	70551	Florida_Panthers	3.4	Serbien	Florida_Panthers	صربستان		Serbie	Panthers_de_la_Floride	Serbia	Florida_Panthers	セルビア	フロリダ・パンサーズ	Serbia	Florida_Panthers	Сербия	Флорида_Пантерз
538	1392092	Italian_Army	3329087	Virgin_Media	3.25	Esercito_Italiano		نیروی_زمینی_ایتالیا	ویرجین_مدیا	Armée_de_terre_italienne	Virgin_Media	Esercito_Italiano	Virgin_Media	イタリア陸軍	ヴァージン・メディア		Virgin_Media	Сухопутные_войска_Италии	Virgin_Media
539	5823	Confucius	28134	Second_Vatican_Council	3.25	Konfuzius	Zweites_Vatikanisches_Konzil	کنفوسیوس	شورای_دوم_واتیکان	Confucius	IIe_concile_œcuménique_du_Vatican	Confucio	Concilio_Vaticano_II	孔子	第2バチカン公会議	Konfucjusz	Sobór_watykański_II	Конфуций	Второй_Ватиканский_собор
540	1056336	FC_Seoul	282752	National_Endowment_for_the_Arts	3.2	FC_Seoul	National_Endowment_for_the_Arts	باشگاه_فوتبال_سئول	موقوفه_ملی_هنرها	Football_Club_Séoul	National_Endowment_for_the_Arts	Football_Club_Seoul	National_Endowment_for_the_Arts	FCソウル		FC_Seoul	National_Endowment_for_the_Arts	Сеул_(футбольный_клуб)	
541	47923	Queen_Victoria	63321	Peter_O'Toole	3.0	Victoria_(Vereinigtes_Königreich)	Peter_O’Toole	ملکه_ویکتوریا	پیتر_اوتول	Victoria_(reine)	Peter_O'Toole	Vittoria_del_Regno_Unito	Peter_O'Toole	ヴィクトリア_(イギリス女王)	ピーター・オトゥール	Wiktoria_Hanowerska	Peter_O’Toole	Виктория_(королева_Великобритании)	О’Тул,_Питер
542	156126	Dwayne_Johnson	60706	National_Collegiate_Athletic_Association	3.0	Dwayne_Johnson	National_Collegiate_Athletic_Association	دوئین_جانسون	اتحادیه_ملی_ورزش_دانشگاهی	Dwayne_Johnson	National_Collegiate_Athletic_Association	Dwayne_Johnson	National_Collegiate_Athletic_Association	ドウェイン・ジョンソン	全米大学体育協会	Dwayne_Johnson	National_Collegiate_Athletic_Association	Джонсон,_Дуэйн	Национальная_ассоциация_студенческого_спорта
543	25433	Ronald_Reagan	468224	Catskill_Mountains	3.0	Ronald_Reagan	Catskill_Mountains	رونالد_ریگان		Ronald_Reagan	Montagnes_Catskill	Ronald_Reagan	Monti_Catskill	ロナルド・レーガン	キャッツキル山地	Ronald_Reagan	Catskill_(góry)	Рейган,_Рональд	Катскилл_(горы)
544	145623	Air_Canada	46445426	Samsung_Electronics	3.0	Air_Canada	Samsung_Electronics	ایر_کانادا	سامسونگ_الکترونیک	Air_Canada	Samsung_Electronics	Air_Canada	Samsung_Electronics	エア・カナダ	サムスン電子	Air_Canada	Samsung_Electronics	Air_Canada	Samsung_Electronics
545	70718	Ivan_the_Terrible	349679	Technical_University_of_Munich	3.0	Iwan_IV._(Russland)	Technische_Universität_München	ایوان_چهارم	دانشگاه_فنی_مونیخ	Ivan_le_Terrible	Université_technique_de_Munich	Ivan_IV_di_Russia	Università_tecnica_di_Monaco	イヴァン4世	ミュンヘン工科大学	Iwan_IV_Groźny	Uniwersytet_Techniczny_w_Monachium	Иван_Грозный	Мюнхенский_технический_университет
546	3434750	United_States	13919	Hezbollah	3.0	Vereinigte_Staaten	Hisbollah	ایالات_متحده_آمریکا	حزب‌الله_لبنان	États-Unis	Hezbollah	Stati_Uniti_d'America	Hezbollah	アメリカ合衆国	ヒズボラ	Stany_Zjednoczone	Hezbollah	Соединённые_Штаты_Америки	Хезболла
547	19379	Mahatma_Gandhi	4913064	New_Zealand	2.8	Mohandas_Karamchand_Gandhi	Neuseeland	مهاتما_گاندی	نیوزیلند	Mohandas_Karamchand_Gandhi	Nouvelle-Zélande	Mahatma_Gandhi	Nuova_Zelanda	マハトマ・ガンディー	ニュージーランド	Mahatma_Gandhi	Nowa_Zelandia	Махатма_Ганди	Новая_Зеландия
548	3470	Burkina_Faso	377295	AmeriCorps	2.8	Burkina_Faso	AmeriCorps	بورکینافاسو		Burkina_Faso	AmeriCorps	Burkina_Faso		ブルキナファソ		Burkina_Faso		Буркина-Фасо	Амери-Корпус
549	16743	Karl_Marx	72595	Tsinghua_University	2.8	Karl_Marx	Tsinghua-Universität	کارل_مارکس	دانشگاه_چینهوا	Karl_Marx	Université_Tsinghua	Karl_Marx	Università_Tsinghua	カール・マルクス	清華大学	Karl_Marx	Uniwersytet_Tsinghua	Маркс,_Карл	Университет_Цинхуа
550	27019	South_Korea	169351	Mount_Etna	2.8	Südkorea	Ätna	کره_جنوبی	اتنا	Corée_du_Sud	Etna	Corea_del_Sud	Etna	大韓民国	エトナ火山	Korea_Południowa	Etna	Республика_Корея	Этна
551	44849	Brad_Pitt	2386348	Church_of_Scientology	2.75	Brad_Pitt	Scientology-Kirche	برد_پیت	کلیسای_ساینتولوژی	Brad_Pitt	Église_de_Scientologie	Brad_Pitt		ブラッド・ピット		Brad_Pitt		Питт,_Брэд	Церковь_саентологии
552	55906	Zagreb	25459	Rocky_Mountains	2.75	Zagreb	Rocky_Mountains	زاگرب	کوه‌های_راکی	Zagreb	Montagnes_Rocheuses	Zagabria	Montagne_Rocciose	ザグレブ	ロッキー山脈	Zagrzeb	Góry_Skaliste	Загреб	Скалистые_горы
553	73129	Edmonton_Oilers	635790	United_Nations_Human_Rights_Council	2.75	Edmonton_Oilers	UN-Menschenrechtsrat	ادمونتون_اویلرز	شورای_حقوق‌بشر_سازمان_ملل_متحد	Oilers_d'Edmonton	Conseil_des_droits_de_l'homme_des_Nations_unies	Edmonton_Oilers	Consiglio_per_i_diritti_umani_delle_Nazioni_Unite	エドモントン・オイラーズ	国際連合人権理事会	Edmonton_Oilers	Rada_Praw_Człowieka_ONZ	Эдмонтон_Ойлерз	Совет_по_правам_человека_(ООН)
554	17546	Louvre	3970	British_Airways	2.75	Louvre	British_Airways	لوور	بریتیش_ایرویز	Musée_du_Louvre	British_Airways	Museo_del_Louvre	British_Airways	ルーヴル美術館	ブリティッシュ・エアウェイズ	Luwr	British_Airways	Лувр	British_Airways
555	11983273	Aishwarya_Rai_Bachchan	32408	Vatican_City	2.75	Aishwarya_Rai	Vatikanstadt	آیشواریا_رای	واتیکان	Aishwarya_Rai	Vatican	Aishwarya_Rai	Città_del_Vaticano	アイシュワリヤー・ラーイ	バチカン	Aishwarya_Rai	Watykan	Рай,_Айшвария	Ватикан
556	12426	Groucho_Marx	4016366	Crimean_Mountains	2.6	Groucho_Marx	Krimgebirge	گروچو_مارکس	کوه‌های_کریمه	Groucho_Marx	Monts_de_Crimée	Groucho_Marx	Monti_della_Crimea	グルーチョ・マルクス	クリミア山脈	Groucho_Marx	Góry_Krymskie	Маркс,_Граучо	Крымские_горы
557	7567080	Martin_Luther	21139	North_America	2.5	Martin_Luther	Nordamerika	مارتین_لوتر	آمریکای_شمالی	Martin_Luther	Amérique_du_Nord	Martin_Lutero	America_del_Nord	マルティン・ルター	北アメリカ	Marcin_Luter	Ameryka_Północna	Лютер,_Мартин	Северная_Америка
558	19379	Mahatma_Gandhi	19159283	Seoul	2.5	Mohandas_Karamchand_Gandhi	Seoul	مهاتما_گاندی	سئول	Mohandas_Karamchand_Gandhi	Séoul	Mahatma_Gandhi	Seul	マハトマ・ガンディー	ソウル特別市	Mahatma_Gandhi	Seul	Махатма_Ганди	Сеул
559	10672	Frank_Zappa	14533	India	2.5	Frank_Zappa	Indien	فرانک_زاپا	هند	Frank_Zappa	Inde	Frank_Zappa	India	フランク・ザッパ	インド	Frank_Zappa	Indie	Заппа,_Фрэнк	Индия
560	241636	Cao_Cao	158889	George_Clooney	2.4	Cao_Cao	George_Clooney	سائو_سائو	جرج_کلونی	Cao_Cao	George_Clooney	Cáo_Cāo	George_Clooney	曹操	ジョージ・クルーニー	Cao_Cao	George_Clooney	Цао_Цао	Клуни,_Джордж
561	158889	George_Clooney	450053	Habitat_for_Humanity	2.3333	George_Clooney	Habitat_for_Humanity	جرج_کلونی		George_Clooney	Habitat_for_Humanity_International	George_Clooney		ジョージ・クルーニー		George_Clooney	Habitat_for_Humanity	Клуни,_Джордж	Habitat_for_Humanity_International
562	154099	Kim_Jong-il	14653	Iran	2.25	Kim_Jong-il	Iran	کیم_جونگ_ایل	ایران	Kim_Jong-il	Iran	Kim_Jong-il	Iran	金正日	イラン	Kim_Dzong_Il	Iran	Ким_Чен_Ир	Иран
563	9239	Europe	19579	Mississippi_River	2.25	Europa	Mississippi_River	اروپا	رود_می‌سی‌سی‌پی	Europe	Mississippi_(fleuve)	Europa	Mississippi_(fiume)	ヨーロッパ	ミシシッピ川	Europa	Missisipi_(rzeka)	Европа	Миссисипи
564	33611	Wyoming	17771	Lebanon	2.25	Wyoming	Libanon	وایومینگ	لبنان	Wyoming	Liban	Wyoming	Libano	ワイオミング州	レバノン	Wyoming	Liban	Вайоминг	Ливан
565	85232	Lagos	53228	Eton_College	2.25	Lagos	Eton_College	لاگوس	کالج_ایتن	Lagos	Collège_d'Eton	Lagos	Eton_College	ラゴス	イートン・カレッジ	Lagos	Eton_College	Лагос	Итонский_колледж
566	19579	Mississippi_River	381075	Moscow_Kremlin	2.25	Mississippi_River	Moskauer_Kreml	رود_می‌سی‌سی‌پی	کرملین_مسکو	Mississippi_(fleuve)	Kremlin_de_Moscou	Mississippi_(fiume)	Cremlino_di_Mosca	ミシシッピ川	クレムリン	Missisipi_(rzeka)	Kreml_moskiewski	Миссисипи	Московский_Кремль
567	148401	Vienna_Philharmonic	11225	Ferrari	2.2	Wiener_Philharmoniker	Ferrari	ارکستر_فیلارمونیک_وین	فراری	Orchestre_philharmonique_de_Vienne	Ferrari_(entreprise)	Wiener_Philharmoniker	Ferrari	ウィーン・フィルハーモニー管弦楽団	フェラーリ	Filharmonicy_Wiedeńscy	Ferrari	Венский_филармонический_оркестр	Ferrari
568	18987	Mexico_City	468224	Catskill_Mountains	2.2	Mexiko-Stadt	Catskill_Mountains	مکزیکو_سیتی		Mexico	Montagnes_Catskill	Città_del_Messico	Monti_Catskill	メキシコシティ	キャッツキル山地	Meksyk_(miasto)	Catskill_(góry)	Мехико	Катскилл_(горы)
569	26033941	Julian_Assange	737	Afghanistan	2.0	Julian_Assange	Afghanistan	جولین_آسانژ	افغانستان	Julian_Assange	Afghanistan	Julian_Assange	Afghanistan	ジュリアン・アサンジ	アフガニスタン	Julian_Assange	Afganistan	Ассанж,_Джулиан	Афганистан
570	21383	Nigeria	54178	Miller_Brewing_Company	2.0	Nigeria	Miller_Brewing_Company	نیجریه		Nigeria	Miller_Brewing_Company	Nigeria	Miller_Brewing_Company	ナイジェリア	ミラー_(ビール)	Nigeria	Miller_Brewing_Company	Нигерия	
571	2421391	Bhutan	469729	New_York_Mercantile_Exchange	2.0	Bhutan	New_York_Mercantile_Exchange	بوتان_(کشور)	بورس_کالای_نیویورک	Bhoutan	New_York_Mercantile_Exchange	Bhutan	NYMEX	ブータン	ニューヨーク・マーカンタイル取引所	Bhutan		Бутан	Нью-Йоркская_товарная_биржа
572	53569	Leonard_Nimoy	180542	Himeji_Castle	2.0	Leonard_Nimoy	Burg_Himeji	لئونارد_نیموی	قلعه_هیمه‌جی	Leonard_Nimoy	Château_de_Himeji	Leonard_Nimoy	Castello_di_Himeji	レナード・ニモイ	姫路城	Leonard_Nimoy	Zamek_Himeji	Нимой,_Леонард	Замок_Химэдзи
573	53316	Palace_of_Versailles	6293	Cairo	2.0	Schloss_Versailles	Kairo	کاخ_ورسای	قاهره	Château_de_Versailles	Le_Caire	Reggia_di_Versailles	Il_Cairo	ヴェルサイユ宮殿	カイロ	Pałac_wersalski	Kair	Версаль	Каир
574	72671	Angela_Merkel	19004	Moscow	2.0	Angela_Merkel	Moskau	آنگلا_مرکل	مسکو	Angela_Merkel	Moscou	Angela_Merkel	Mosca_(Russia)	アンゲラ・メルケル	モスクワ	Angela_Merkel	Moskwa	Меркель,_Ангела	Москва
575	15872	J._R._R._Tolkien	67704	London_School_of_Economics	2.0	J._R._R._Tolkien	London_School_of_Economics_and_Political_Science	جی._آر._آر._تالکین	مدرسه_اقتصاد_لندن	J._R._R._Tolkien	London_School_of_Economics	J._R._R._Tolkien	London_School_of_Economics_and_Political_Science	J・R・R・トールキン	ロンドン・スクール・オブ・エコノミクス	J.R.R._Tolkien	London_School_of_Economics	Толкин,_Джон_Рональд_Руэл	Лондонская_школа_экономики_и_политических_наук
576	27019	South_Korea	25978572	University_of_Cambridge	2.0	Südkorea	University_of_Cambridge	کره_جنوبی	دانشگاه_کمبریج	Corée_du_Sud	Université_de_Cambridge	Corea_del_Sud	Università_di_Cambridge	大韓民国	ケンブリッジ大学	Korea_Południowa	University_of_Cambridge	Республика_Корея	Кембриджский_университет
577	1216	Athens	21939	National_Security_Agency	2.0	Athen	National_Security_Agency	آتن	آژانس_امنیت_ملی	Athènes	National_Security_Agency	Atene	National_Security_Agency	アテネ	アメリカ国家安全保障局	Ateny	National_Security_Agency	Афины	Агентство_национальной_безопасности
578	2503	African_National_Congress	145623	Air_Canada	2.0	African_National_Congress	Air_Canada	کنگره_ملی_آفریقا	ایر_کانادا	Congrès_national_africain	Air_Canada	Congresso_Nazionale_Africano	Air_Canada	アフリカ民族会議	エア・カナダ	Afrykański_Kongres_Narodowy	Air_Canada	Африканский_национальный_конгресс	Air_Canada
579	47923	Queen_Victoria	52627	Antonio_Banderas	2.0	Victoria_(Vereinigtes_Königreich)	Antonio_Banderas	ملکه_ویکتوریا	آنتونیو_باندراس	Victoria_(reine)	Antonio_Banderas	Vittoria_del_Regno_Unito	Antonio_Banderas	ヴィクトリア_(イギリス女王)	アントニオ・バンデラス	Wiktoria_Hanowerska	Antonio_Banderas	Виктория_(королева_Великобритании)	Бандерас,_Антонио
580	20979	Mikhail_Gorbachev	9602	Edinburgh	2.0	Michail_Sergejewitsch_Gorbatschow	Edinburgh	میخائیل_گورباچف	ادینبرا	Mikhaïl_Gorbatchev	Édimbourg	Michail_Gorbačëv	Edimburgo	ミハイル・ゴルバチョフ	エディンバラ	Michaił_Gorbaczow	Edynburg	Горбачёв,_Михаил_Сергеевич	Эдинбург
581	19379	Mahatma_Gandhi	21255	North_Korea	2.0	Mohandas_Karamchand_Gandhi	Nordkorea	مهاتما_گاندی	کره_شمالی	Mohandas_Karamchand_Gandhi	Corée_du_Nord	Mahatma_Gandhi	Corea_del_Nord	マハトマ・ガンディー	朝鮮民主主義人民共和国	Mahatma_Gandhi	Korea_Północna	Махатма_Ганди	Корейская_Народно-Демократическая_Республика
582	1039933	Magnus_V_of_Norway	7473	Chelsea_F.C.	2.0	Magnus_V._(Norwegen)	FC_Chelsea	ماگنوس_پنجم_نروژ	باشگاه_فوتبال_چلسی	Magnus_V_de_Norvège	Chelsea_Football_Club	Magnus_V_di_Norvegia	Chelsea_Football_Club	マグヌス5世_(ノルウェー王)	チェルシーFC	Magnus_V	Chelsea_F.C.	Магнус_V_(король_Норвегии)	Челси_(футбольный_клуб)
583	31750	Ukraine	72895	Phoenix_Suns	1.8	Ukraine	Phoenix_Suns	اوکراین	فینیکس_سانز	Ukraine	Suns_de_Phoenix	Ucraina	Phoenix_Suns	ウクライナ	フェニックス・サンズ	Ukraina	Phoenix_Suns	Украина	Финикс_Санз
584	75434	Mauretania	22217	Ohio_State_University	1.8	Mauretanien_(Antike)	Ohio_State_University		دانشگاه_ایالتی_اوهایو	Maurétanie	Université_d'État_de_l'Ohio	Mauretania	Università_statale_dell'Ohio	マウレタニア	オハイオ州立大学	Mauretania_(prowincja_rzymska)	Uniwersytet_Stanu_Ohio	Мавретания	Университет_штата_Огайо
585	180968	Colorado_River	395918	Royal_Geographical_Society	1.8	Colorado_River	Royal_Geographical_Society	رودخانه_کلرادو	انجمن_سلطنتی_جغرافیا	Colorado_(fleuve)	Royal_Geographical_Society	Colorado_(fiume_Colorado)	Royal_Geographical_Society	コロラド川	王立地理学会	Kolorado_(rzeka)	Królewskie_Towarzystwo_Geograficzne	Колорадо_(река)	Королевское_географическое_общество
586	22614	Oscar_Wilde	3970	British_Airways	1.75	Oscar_Wilde	British_Airways	اسکار_وایلد	بریتیش_ایرویز	Oscar_Wilde	British_Airways	Oscar_Wilde	British_Airways	オスカー・ワイルド	ブリティッシュ・エアウェイズ	Oscar_Wilde	British_Airways	Уайльд,_Оскар	British_Airways
587	62304	Pfizer	19961	Manchester_United_F.C.	1.75	Pfizer	Manchester_United	فایزر	باشگاه_فوتبال_منچستر_یونایتد	Pfizer	Manchester_United_Football_Club	Pfizer	Manchester_United_Football_Club	ファイザー	マンチェスター・ユナイテッドFC	Pfizer	Manchester_United_F.C.	Pfizer	Манчестер_Юнайтед
588	170409	Colin_Firth	32908	Warsaw	1.75	Colin_Firth	Warschau	کالین_فرث	ورشو	Colin_Firth	Varsovie	Colin_Firth	Varsavia	コリン・ファース	ワルシャワ	Colin_Firth	Warszawa	Ферт,_Колин	Варшава
589	357488	Paris_Saint-Germain_F.C.	2386348	Church_of_Scientology	1.75	Paris_Saint-Germain	Scientology-Kirche	باشگاه_فوتبال_پاری_سن-ژرمن	کلیسای_ساینتولوژی	Paris_Saint-Germain_Football_Club	Église_de_Scientologie	Paris_Saint-Germain_Football_Club		パリ・サンジェルマンFC		Paris_Saint-Germain_F.C.		Пари_Сен-Жермен	Церковь_саентологии
590	22537	Odysseus	21241	Norway	1.75	Odysseus	Norwegen	اودیسئوس	نروژ	Ulysse	Norvège	Ulisse	Norvegia	オデュッセウス	ノルウェー	Odyseusz	Norwegia	Одиссей	Норвегия
591	23033	Portugal	468224	Catskill_Mountains	1.6	Portugal	Catskill_Mountains	پرتغال		Portugal	Montagnes_Catskill	Portogallo	Monti_Catskill	ポルトガル	キャッツキル山地	Portugalia	Catskill_(góry)	Португалия	Катскилл_(горы)
592	5447	Cameroon	753103	Chicago_Police_Department	1.6	Kamerun	Chicago_Police_Department	کامرون	اداره_پلیس_شیکاگو	Cameroun	Chicago_Police_Department	Camerun	Chicago_Police_Department	カメルーン	シカゴ市警察	Kamerun		Камерун	
593	20455	Michael_Jordan	93729	World_Boxing_Organization	1.6	Michael_Jordan	World_Boxing_Organization	مایکل_جردن	سازمان_جهانی_بوکس	Michael_Jordan	World_Boxing_Organization	Michael_Jordan	World_Boxing_Organization	マイケル・ジョーダン	世界ボクシング機構	Michael_Jordan	World_Boxing_Organization	Джордан,_Майкл	Всемирная_боксёрская_организация
594	25459	Rocky_Mountains	32087	United_States_Army	1.5	Rocky_Mountains	United_States_Army	کوه‌های_راکی	نیروی_زمینی_ایالات_متحده_آمریکا	Montagnes_Rocheuses	United_States_Army	Montagne_Rocciose	United_States_Army	ロッキー山脈	アメリカ陸軍	Góry_Skaliste	United_States_Army	Скалистые_горы	Армия_США
595	5698	Charles_Babbage	46445426	Samsung_Electronics	1.5	Charles_Babbage	Samsung_Electronics	چارلز_ببیج	سامسونگ_الکترونیک	Charles_Babbage	Samsung_Electronics	Charles_Babbage	Samsung_Electronics	チャールズ・バベッジ	サムスン電子	Charles_Babbage	Samsung_Electronics	Бэббидж,_Чарлз	Samsung_Electronics
596	10287	Hirohito	3470	Burkina_Faso	1.5	Hirohito	Burkina_Faso	هیروهیتو	بورکینافاسو	Hirohito	Burkina_Faso	Hirohito	Burkina_Faso	昭和天皇	ブルキナファソ	Hirohito	Burkina_Faso	Хирохито	Буркина-Фасо
597	70551	Florida_Panthers	220007	Social_Security_Administration	1.5	Florida_Panthers			اداره_تأمین_اجتماعی_(آمریکا)	Panthers_de_la_Floride	Administration_de_la_sécurité_sociale	Florida_Panthers		フロリダ・パンサーズ	社会保障局_(アメリカ合衆国)	Florida_Panthers		Флорида_Пантерз	Администрация_социального_обеспечения_США
598	18987	Mexico_City	6613	Yangtze	1.5	Mexiko-Stadt	Jangtsekiang	مکزیکو_سیتی	یانگ‌تسه	Mexico	Yangzi_Jiang	Città_del_Messico	Fiume_Azzurro	メキシコシティ	長江	Meksyk_(miasto)	Jangcy	Мехико	Янцзы
599	961213	Shanghai_Art_Museum	468224	Catskill_Mountains	1.5	Kunstmuseum_Shanghai	Catskill_Mountains			Musée_des_Beaux-Arts_de_Shanghai	Montagnes_Catskill		Monti_Catskill	上海美術館	キャッツキル山地		Catskill_(góry)	Шанхайский_художественный_музей	Катскилл_(горы)
600	153295	Daniel_Radcliffe	3354	Berlin	1.5	Daniel_Radcliffe	Berlin	دنیل_ردکلیف	برلین	Daniel_Radcliffe	Berlin	Daniel_Radcliffe	Berlino	ダニエル・ラドクリフ	ベルリン	Daniel_Radcliffe	Berlin	Рэдклифф,_Дэниел	Берлин
601	15641	Joseph_Stalin	49031	River_Thames	1.5	Josef_Stalin	Themse	ژوزف_استالین	تیمز	Joseph_Staline	Tamise	Iosif_Stalin	Tamigi	ヨシフ・スターリン	テムズ川	Józef_Stalin	Tamiza	Сталин,_Иосиф_Виссарионович	Темза
602	1844	Archimedes	301088	Vatican_Hill	1.5	Archimedes	Vatikanischer_Hügel	ارشمیدس		Archimède	Vatican_(colline)	Archimede	Colle_Vaticano	アルキメデス		Archimedes	Wzgórze_Watykańskie	Архимед	Ватиканский_холм
603	16743	Karl_Marx	26769	South_America	1.25	Karl_Marx	Südamerika	کارل_مارکس	آمریکای_جنوبی	Karl_Marx	Amérique_du_Sud	Karl_Marx	America_meridionale	カール・マルクス	南アメリカ	Karl_Marx	Ameryka_Południowa	Маркс,_Карл	Южная_Америка
604	5935	The_Church_of_Jesus_Christ_of_Latter-day_Saints	159999	University_of_Tehran	1.25	Kirche_Jesu_Christi_der_Heiligen_der_Letzten_Tage	Universität_Teheran	کلیسای_عیسی_مسیح_قدیسان_آخرالزمان	دانشگاه_تهران	Église_de_Jésus-Christ_des_saints_des_derniers_jours	Université_de_Téhéran	Chiesa_di_Gesù_Cristo_dei_santi_degli_ultimi_giorni	Università_di_Teheran	末日聖徒イエス・キリスト教会	テヘラン大学	Kościół_Jezusa_Chrystusa_Świętych_w_Dniach_Ostatnich	Uniwersytet_Teherański	Церковь_Иисуса_Христа_Святых_последних_дней	Тегеранский_университет
605	241636	Cao_Cao	339841	Tom_Brady	1.25	Cao_Cao	Tom_Brady	سائو_سائو	تام_بریدی	Cao_Cao	Tom_Brady	Cáo_Cāo	Tom_Brady	曹操	トム・ブレイディ	Cao_Cao	Tom_Brady_(futbolista)	Цао_Цао	Брэди,_Том
606	11638	Francis_of_Assisi	25832	Ringo_Starr	1.25	Franz_von_Assisi	Ringo_Starr	فرانسیس_آسیزی	رینگو_استار	François_d'Assise	Ringo_Starr	Francesco_d'Assisi	Ringo_Starr	アッシジのフランチェスコ	リンゴ・スター	Franciszek_z_Asyżu	Ringo_Starr	Франциск_Ассизский	Ринго_Старр
607	30265	Tom_Clancy	21255	North_Korea	1.25	Tom_Clancy	Nordkorea	تام_کلنسی	کره_شمالی	Tom_Clancy	Corée_du_Nord	Tom_Clancy	Corea_del_Nord	トム・クランシー	朝鮮民主主義人民共和国	Tom_Clancy	Korea_Północna	Клэнси,_Том	Корейская_Народно-Демократическая_Республика
608	25473	Richard_Nixon	5042916	Canada	1.25	Richard_Nixon	Kanada	ریچارد_نیکسون	کانادا	Richard_Nixon	Canada	Richard_Nixon	Canada	リチャード・ニクソン	カナダ	Richard_Nixon	Kanada	Никсон,_Ричард	Канада
609	23815630	FC_Dynamo_Voronezh	3010721	Soviet_Armed_Forces	1.25		Streitkräfte_der_Sowjetunion				Armée_Rouge		Forze_armate_sovietiche		ソビエト連邦軍	Dinamo_Woroneż		Динамо_(футбольный_клуб,_Воронеж)	Вооружённые_силы_СССР
610	301088	Vatican_Hill	450053	Habitat_for_Humanity	1.25	Vatikanischer_Hügel	Habitat_for_Humanity			Vatican_(colline)	Habitat_for_Humanity_International	Colle_Vaticano				Wzgórze_Watykańskie	Habitat_for_Humanity	Ватиканский_холм	Habitat_for_Humanity_International
611	235888	Jon_Stewart	54178	Miller_Brewing_Company	1.2	Jon_Stewart_(Schauspieler)	Miller_Brewing_Company	جان_استوارت_(مجری_تلویزیونی)		Jon_Stewart	Miller_Brewing_Company	Jon_Stewart	Miller_Brewing_Company	ジョン・スチュワート_(コメディアン)	ミラー_(ビール)	Jon_Stewart	Miller_Brewing_Company	Стюарт,_Джон_(телеведущий)	
612	2047	Alcoholics_Anonymous	2322171	Ukrainian_Premier_League	1.2	Anonyme_Alkoholiker	Premjer-Liha	الکلی‌های_گمنام	لیگ_برتر_فوتبال_اوکراین	Alcooliques_anonymes	Championnat_d'Ukraine_de_football	Alcolisti_Anonimi	Prem"jer-liha	アルコホーリクス・アノニマス	ウクライナ・プレミアリーグ	Anonimowi_Alkoholicy	Premier-liha	Анонимные_алкоголики	Чемпионат_Украины_по_футболу
613	36487	Sparta	62304	Pfizer	1.2	Sparta	Pfizer	اسپارت	فایزر	Sparte	Pfizer	Sparta	Pfizer	スパルタ	ファイザー	Sparta_(polis)	Pfizer	Спарта	Pfizer
614	27421	Sudan	875053	American_Ballet_Theatre	1.0	Sudan	American_Ballet_Theatre	سودان		Soudan	American_Ballet_Theatre	Sudan	American_Ballet_Theatre	スーダン	アメリカン・バレエ・シアター	Sudan		Судан	Американский_театр_балета
